Address,Latitude,Longitude,Date,ETo (in/day),qc,Sol Rad Avg (Ly/day),qc
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/21/2016,0.04, ,236, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/22/2016,0.06, ,263, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/23/2016,0.04, ,186, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/24/2016,0.04, ,216, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/25/2016,0.04, ,223, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/26/2016,0.05, ,293, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/27/2016,0.05, ,214, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/28/2016,0.05, ,286, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/29/2016,0.06, ,269, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/30/2016,0.04, ,154, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,1/31/2016,0.03, ,110, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/1/2016,0.06, ,319, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/2/2016,0.05, ,222, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/3/2016,0.05, ,315, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/4/2016,0.06, ,312, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/5/2016,0.06, ,321, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/6/2016,0.06, ,325, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/7/2016,0.07, ,322, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/8/2016,0.09, ,331, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/9/2016,0.09, ,332, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/10/2016,0.09, ,345, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/11/2016,0.09, ,326, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/12/2016,0.08, ,321, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/13/2016,0.08, ,332, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/14/2016,0.08, ,297, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/15/2016,0.09, ,344, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/16/2016,0.09, ,344, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/17/2016,0.09, ,104, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/18/2016,0.09, ,309, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/19/2016,0.09, ,356, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/20/2016,0.07, ,257, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/21/2016,0.07, ,299, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/22/2016,0.09, ,356, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/23/2016,0.09, ,364, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/24/2016,0.12, ,372, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/25/2016,0.11, ,396, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/26/2016,0.12, ,393, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/27/2016,0.11, ,400, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/28/2016,0.1, ,359, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,2/29/2016,0.11, ,412, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/1/2016,0.13, ,427, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/2/2016,0.13, ,429, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/3/2016,0.11, ,365, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/4/2016,0.11, ,343, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/5/2016,0.07, ,172, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/6/2016,0.11, ,322, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/7/2016,0.07, ,295, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/8/2016,0.08, ,345, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/9/2016,0.11, ,458, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/10/2016,0.15, ,471, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/11/2016,0.1, ,177, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/12/2016,0.09, ,352, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/13/2016,0.08, ,330, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/14/2016,0.09, ,269, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/15/2016,0.11, ,475, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/16/2016,0.13, ,482, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/17/2016,0.14, ,485, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/18/2016,0.15, ,473, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/19/2016,0.15, ,468, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/20/2016,0.16, ,480, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/21/2016,0.13, ,370, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/22/2016,0.15, ,467, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/23/2016,0.13, ,450, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/24/2016,0.14, ,483, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/25/2016,0.15, ,486, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/26/2016,0.17, ,492, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/27/2016,0.17, ,489, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/28/2016,0.16, ,372, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/29/2016,0.15, ,475, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/30/2016,0.15, ,512, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,3/31/2016,0.16, ,514, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/1/2016,0.17, ,527, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/2/2016,0.19, ,533, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/3/2016,0.19, ,497, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/4/2016,0.2, ,553, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/5/2016,0.2, ,550, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/6/2016,0.2, ,476, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/7/2016,0.2, ,424, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/8/2016,0.1, ,268, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/9/2016,0.13, ,482, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/10/2016,0.12, ,418, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/11/2016,0.13, ,443, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/12/2016,0.15, ,445, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/13/2016,0.16, ,510, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/14/2016,0.21, ,582, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/15/2016,0.19, ,588, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/16/2016,0.21, ,592, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/17/2016,0.24, ,597, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/18/2016,0.24, ,602, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/19/2016,0.24, ,567, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/20/2016,0.24, ,604, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/21/2016,0.24, ,588, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/22/2016,0.21, ,526, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/23/2016,0.18, ,600, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/24/2016,0.18, ,527, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/25/2016,0.18, ,505, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/26/2016,0.19, ,603, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/27/2016,0.2, ,598, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/28/2016,0.15, ,470, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/29/2016,0.23, ,628, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,4/30/2016,0.22, ,634, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/1/2016,0.24, ,620, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/2/2016,0.25, ,634, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/3/2016,0.24, ,557, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/4/2016,0.21, ,397, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/5/2016,0.18, ,503, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/6/2016,0.14, ,456, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/7/2016,0.17, ,563, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/8/2016,0.16, ,518, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/9/2016,0.22, ,641, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/10/2016,0.23, ,655, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/11/2016,0.26, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/12/2016,0.29, ,665, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/13/2016,0.31, ,657, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/14/2016,0.25, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/15/2016,0.25, ,667, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/16/2016,0.26, ,672, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/17/2016,0.27, ,673, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/18/2016,0.29, ,674, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/19/2016,0.34, ,671, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/20/2016,0.23, ,586, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/21/2016,0.21, ,667, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/22/2016,0.21, ,674, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/23/2016,0.23, ,676, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/24/2016,0.22, ,626, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/25/2016,0.21, ,579, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/26/2016,0.24, ,677, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/27/2016,0.26, ,678, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/28/2016,0.28, ,655, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/29/2016,0.3, ,685, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/30/2016,0.28, ,663, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,5/31/2016,0.3, ,680, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/1/2016,0.32, ,670, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/2/2016,0.31, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/3/2016,0.31, ,676, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/4/2016,0.34, ,661, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/5/2016,0.32, ,683, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/6/2016,0.31, ,668, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/7/2016,0.32, ,682, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/8/2016,0.29, ,641, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/9/2016,0.27, ,621, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/10/2016,0.25, ,572, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/11/2016,0.29, ,666, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/12/2016,0.28, ,672, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/13/2016,0.3, ,689, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/14/2016,0.28, ,691, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/15/2016,0.27, ,692, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/16/2016,0.23, ,686, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/17/2016,0.26, ,683, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/18/2016,0.28, ,672, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/19/2016,0.28, ,678, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/20/2016,0.3, ,687, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/21/2016,0.32, ,689, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/22/2016,0.32, ,687, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/23/2016,0.3, ,685, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/24/2016,0.32, ,689, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/25/2016,0.3, ,684, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/26/2016,0.32, ,678, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/27/2016,0.34, ,680, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/28/2016,0.32, ,672, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/29/2016,0.33, ,677, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,6/30/2016,0.32, ,679, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/1/2016,0.34, ,683, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/2/2016,0.34, ,683, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/3/2016,0.31, ,671, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/4/2016,0.31, ,676, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/5/2016,0.31, ,676, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/6/2016,0.31, ,687, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/7/2016,0.29, ,675, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/8/2016,0.31, ,685, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/9/2016,0.31, ,658, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/10/2016,0.3, ,675, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/11/2016,0.27, ,679, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/12/2016,0.29, ,672, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/13/2016,0.29, ,674, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/14/2016,0.3, ,671, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/15/2016,0.31, ,671, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/16/2016,0.31, ,669, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/17/2016,0.3, ,653, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/18/2016,0.28, ,647, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/19/2016,0.28, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/20/2016,0.28, ,650, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/21/2016,0.29, ,640, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/22/2016,0.3, ,654, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/23/2016,0.29, ,638, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/24/2016,0.3, ,647, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/25/2016,0.3, ,641, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/26/2016,0.31, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/27/2016,0.32, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/28/2016,0.31, ,643, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/29/2016,0.3, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/30/2016,0.34, ,652, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,7/31/2016,0.32, ,656, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/1/2016,0.31, ,653, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/2/2016,0.29, ,631, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/3/2016,0.29, ,640, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/4/2016,0.29, ,642, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/5/2016,0.27, ,636, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/6/2016,0.26, ,628, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/7/2016,0.27, ,634, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/8/2016,0.27, ,628, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/9/2016,0.28, ,630, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/10/2016,0.29, ,631, 
"11473 Melcher Rd, Delano, CA 93215(35.7366, -119.2780)",35.736561,-119.278027,8/11/2016,0.28, ,624, 
